ObjectId,kod,nazev,datum_exportu,GlobalID,SHAPE_Length
491,34967,Vyhlídalova,2023/09/21 00:00:00+00,{038F6F80-1B74-44D8-A2A5-5BFAA8AF657D},0.00428117383417791
492,34649,Vlčnovská,2023/09/21 00:00:00+00,{56A379CD-340A-4881-B92B-1582ADF460BC},0.00698271543236267
493,31852,Sněžná,2023/09/21 00:00:00+00,{91815C80-2E99-4E42-81A6-94AE1FF4AC18},0.001791559078381
494,27804,Lieberzeitova,2023/09/21 00:00:00+00,{CBCED402-96D4-4249-9E1C-B1C27999BE99},0.00342894888647993
495,30228,Práčata,2023/09/21 00:00:00+00,{9EF5BA9B-9E26-47D4-B6F7-B03ADF8CA9D0},0.0089299075398931
496,25003,Jiříkovského,2023/09/21 00:00:00+00,{5CD96E86-96FA-4286-AD51-60D86DE99272},0.0032544728140138
497,21776,Breitcetlova,2023/09/21 00:00:00+00,{B2E5F033-71FF-4C78-91E1-9AE7649233C1},0.00348284208270793
498,27197,Luční,2023/09/21 00:00:00+00,{F3A46329-B68B-4329-B5A7-752A2B8AEAC2},0.00630902290495486
499,26751,Kurská,2023/09/21 00:00:00+00,{2BA0D2DC-6845-43E7-B757-7A5DC9167B02},0.00117601440211607
500,32751,Škárova,2023/09/21 00:00:00+00,{FAB111AD-0AD0-488F-8B94-329C6666C469},0.00168045993993033
501,25518,Kapucínské náměstí,2023/09/21 00:00:00+00,{F29B4BCB-F0C1-42E8-BD04-7C3D17298CC3},0.00202167769897945
502,23906,Heleny Malířové,2023/09/21 00:00:00+00,{86EB0381-AF1A-44BF-86A9-51497EB697F4},0.00430185509381209
503,27961,Milíčova,2023/09/21 00:00:00+00,{274595D8-1860-49E5-87BC-6617D2BAA199},0.00278520303038565
504,22110,Chaloupky,2023/09/21 00:00:00+00,{F14A7344-CEB7-4F24-A9DD-00B3E20F84C9},0.0114789226026647
505,27669,Matulkova,2023/09/21 00:00:00+00,{64D50DC1-6696-4035-8DA2-07731A1486D2},0.00271128178372649
506,29548,Pěkná,2023/09/21 00:00:00+00,{FEDFE937-7AEC-47FD-882A-17FEDBB606D2},0.00432798780816142
507,24848,Jeneweinova,2023/09/21 00:00:00+00,{2018287D-16F3-4BE4-A916-1D240A98D7C8},0.00632743987526903
508,26689,Kuklenská,2023/09/21 00:00:00+00,{37109D1A-7A03-4F52-927C-FE406CDA7A13},0.00296354116026985
509,34681,Vnitřní,2023/09/21 00:00:00+00,{B68BDB4D-D28A-4935-905D-A245A796B960},0.0014426040136278
510,30716,Ráječek,2023/09/21 00:00:00+00,{5DC36973-0D9C-4891-9F3C-6B56BC9C7AB5},0.0067636036762547
511,660400,Achtelky,2023/09/21 00:00:00+00,{1490BA40-8D82-409E-B438-91347EC34D8D},0.00209388663080992
512,33987,Urbánkova,2023/09/21 00:00:00+00,{838DB1D8-7E56-480E-8DDD-C8814228063C},0.0033231729427469
513,27596,Masarykova,2023/09/21 00:00:00+00,{611B810F-9BC3-41FF-981B-4FF819742499},0.00363443757607438
514,25381,Havlišova,2023/09/21 00:00:00+00,{EEC44425-29E8-440D-BA8F-B5EF7466CDAE},0.00191575189678157
515,679275,Skandinávská,2023/09/21 00:00:00+00,{3BCCEB0F-A294-4F92-9E4C-A8AF4CFA57E1},0.0122855765593703
516,2006774,Kožíkova,2023/09/21 00:00:00+00,{EC1FA468-8CA9-4663-8795-B9DB1FC9EF8B},0.00300023517277905
517,33596,Turgeněvova,2023/09/21 00:00:00+00,{37CC4083-4FA1-4120-8AE4-97F147F2CC71},0.00545535252353201
518,35157,Wanklova,2023/09/21 00:00:00+00,{5609E31F-FD58-4E61-9632-178358D18796},0.00137754309550423
519,27707,Máchova,2023/09/21 00:00:00+00,{8694E0C6-5853-4980-81CA-AC1116A9A201},0.00141841342701303
520,34592,Vítězná,2023/09/21 00:00:00+00,{187EAECF-08C9-497D-AC5B-04EDECCD5EC0},0.00225960806491666
521,21318,Běloruská,2023/09/21 00:00:00+00,{6F79DA44-0D12-4F42-996A-D1F775374923},0.00366268257304798
522,21032,Azurová,2023/09/21 00:00:00+00,{FAFFE8CF-11F2-4787-88E0-FDFF920CA58F},0.00445261646878322
523,724963,Ponětovická,2023/09/21 00:00:00+00,{1E826F04-9BF4-4471-9F56-20FBCE41197B},0.00213431230487933
524,35475,Okrouhlá,2023/09/21 00:00:00+00,{06488818-5C66-4185-8918-2F0CCD56851D},0.0107705124100347
525,22519,Černozemní,2023/09/21 00:00:00+00,{7E5BF7D9-D08D-4DA2-9E8A-ACB3FF8AD7FB},0.00807011940108447
526,679151,Ječmínkova,2023/09/21 00:00:00+00,{9CE23774-7B49-4F27-A4D8-4671082A8915},0.00192127014355469
527,27359,Malešovská,2023/09/21 00:00:00+00,{390D2F05-0321-49BE-8AD2-E54560903CA4},0.00245535709846938
528,22713,Dlážděná,2023/09/21 00:00:00+00,{035DF42E-8675-4CDC-8159-485FED9F06C0},0.00868553542691957
529,24180,Högrova,2023/09/21 00:00:00+00,{E4612686-7774-40CC-91BF-A958C79BE67B},0.00297324676637897
530,720283,Šikova,2023/09/21 00:00:00+00,{A3E98699-4645-4742-B68D-28022F5D40C8},0.00303757358414521
531,36145,Hrázní,2023/09/21 00:00:00+00,{790656F3-947B-49BB-B7FB-06C622F1ABDC},0.0245031739247784
532,27464,Marie Kudeříkové,2023/09/21 00:00:00+00,{B0F30B7B-3A02-46EF-8304-860341E647A8},0.00301784130058363
533,815080,Jedounkova,2023/09/21 00:00:00+00,{01F74D4D-6FD7-4F78-AE7E-28A5B20CA3D3},0.00255030974134815
534,34258,Vaníčkova,2023/09/21 00:00:00+00,{A5D9B523-44DF-43E3-BA55-2204B5E44C17},0.00160366677649941
535,28797,Nezamyslova,2023/09/21 00:00:00+00,{88E6E14E-97E8-4545-B9B5-BC728FFE7D24},0.0124576731946209
536,2302608,Milonická,2023/09/21 00:00:00+00,{8FD09472-E6A0-47C4-9324-79921CA665F3},0.00158719693065718
537,719838,V Kolíbkách,2023/09/21 00:00:00+00,{E69CD23B-675B-4B4D-977E-6053779AC9E0},0.00326218391950493
538,37001,Traťová,2023/09/21 00:00:00+00,{01D8E91D-5288-4AF7-8C23-AD4FD4D53A19},0.00295961719424717
539,27456,Libušina třída,2023/09/21 00:00:00+00,{295BF276-9F03-4717-B547-AD92A8AC22DA},0.04187619506384
540,29432,Pechova,2023/09/21 00:00:00+00,{FC1D33FE-127B-406A-889C-0A9BB5795ACD},0.00317642813962107
541,31640,Sladovnická,2023/09/21 00:00:00+00,{7F0C3691-C74F-453F-8CDA-93A580996568},0.00477519937596708
542,32808,Šmahova,2023/09/21 00:00:00+00,{A50F0A49-095D-4418-AC87-659B4F3FAA43},0.0120626542904811
543,34398,Vejrostova,2023/09/21 00:00:00+00,{5CDD7951-C8EB-4EA9-ACED-9606CA168F73},0.0315398452251835
544,22705,Díly,2023/09/21 00:00:00+00,{BFCC8EC0-3D15-4BAB-9CE9-317E5794EF4A},0.000872698785393784
545,24619,Chrlické náměstí,2023/09/21 00:00:00+00,{93C3FF54-45B1-4F91-A1C1-30929AFB53B1},0.00156982846219307
546,32581,Šaldova,2023/09/21 00:00:00+00,{E01763E2-F7B4-4EE2-A47A-4B94F83CB3A3},0.000930063315018876
547,27766,Medlánecká,2023/09/21 00:00:00+00,{BAEE7842-4BE3-4963-B3B4-2554E4A3B267},0.00462078455096706
548,27031,Lidická,2023/09/21 00:00:00+00,{71B6192A-DA45-4A15-84BB-7C622E125E06},0.00972156522855342
549,26573,Křtinská,2023/09/21 00:00:00+00,{FBA7D970-CC8A-4404-87AC-947A18DF0660},0.00779291938298678
550,24911,Ježkova,2023/09/21 00:00:00+00,{49A94635-62BB-49BB-9160-84EAB30F8D45},0.00571654630923872
551,695220,Nad topoly,2023/09/21 00:00:00+00,{AF71F543-ADC7-4CB0-9C4F-28A949A666DC},0.00671487542982632
552,2830841,Hvězdička-park Eugena Horvátha,2023/09/21 00:00:00+00,{FBB95181-F92A-434C-BF63-B1BE66D8CE88},0.00123083074036383
553,26204,Kovárenská,2023/09/21 00:00:00+00,{70C3EB7B-13EF-412B-BF3B-32EFBF8B90D1},0.00105643386180937
554,30775,Parková,2023/09/21 00:00:00+00,{72F1587D-4054-4A66-8623-8BD37D90FE24},0.00548270118168648
555,33057,Švestková,2023/09/21 00:00:00+00,{EE5EF7DD-6E43-4704-AE3F-85C04C144785},0.00162861949552601
556,27154,Loučky,2023/09/21 00:00:00+00,{7D118BFD-2AE0-486E-A2F6-6A9D23D2F728},0.00077675975620886
557,32727,Rovnoběžná,2023/09/21 00:00:00+00,{305C934F-869E-49D8-9991-E3656EE2E5F1},0.00318272075686413
558,37109,Žlutá,2023/09/21 00:00:00+00,{662304F5-A241-49CD-983F-1EFA3DE0B5B7},0.0010084115173693
559,21172,Bedřichovická,2023/09/21 00:00:00+00,{0DF06816-CB57-44E7-BFE0-2C5CE483B687},0.00301136896135887
560,25747,Kociánka,2023/09/21 00:00:00+00,{0046C9DB-D35F-49A5-89E4-6D53281FD485},0.032913031812374
561,22403,Čechyňská,2023/09/21 00:00:00+00,{BF5CB6E0-558D-4650-8A41-A2AC33A5CB8E},0.00424166478288756
562,29823,Podhrázní,2023/09/21 00:00:00+00,{E7EAF5B8-11D0-4B99-904F-3E2211722103},0.00272420213113247
563,35432,Záleského,2023/09/21 00:00:00+00,{D3907129-5364-4E06-AF52-301386013E68},0.00151453514247722
564,28941,Obecní,2023/09/21 00:00:00+00,{6D3F03AB-DFBD-428C-AE27-D0204F9FD4A5},0.0034245245003882
565,768529,Říčanská,2023/09/21 00:00:00+00,{BCF8B62D-68AE-479D-B54B-9093A9DF55AF},0.00676929297999721
566,34991,Vysoká,2023/09/21 00:00:00+00,{DA6F27D7-E914-4132-B64C-2DBF836075F4},0.0022503898499938
567,25348,Jihomoravské náměstí,2023/09/21 00:00:00+00,{B6783656-33E1-4424-AFF5-15981324F976},0.0027355478965765
568,36633,Pod Hády,2023/09/21 00:00:00+00,{331C453F-F6F0-407A-8DFB-CE9AAFCC964A},0.00673154601682852
569,30015,Pomezní,2023/09/21 00:00:00+00,{F7B24E07-176C-4A40-BDFC-0BE5495D06A8},0.00175247886155194
570,34444,Venhudova,2023/09/21 00:00:00+00,{B5700667-812E-4FC9-B93C-815A6664EA62},0.00377438030077807
571,23396,Františky Stránecké,2023/09/21 00:00:00+00,{3D9F46C1-B98F-4FCB-BC6E-2CA35C53E7E9},0.00161143200638985
572,700070,Junácká,2023/09/21 00:00:00+00,{07628B19-BC00-4307-9EC3-59A7D81F8BF9},0.00153653640732327
573,32085,Spojovací,2023/09/21 00:00:00+00,{297B97CF-566C-43DE-B872-A27953A2682D},0.00202467973318359
574,28002,Mírová,2023/09/21 00:00:00+00,{375BDFA2-88CF-44D5-9F76-18580AF1E92A},0.00536065382413123
575,33626,Tuřanská,2023/09/21 00:00:00+00,{BD78F664-A4A2-4745-A9CC-3BBEE7904A48},0.00833743226207347
576,35556,Zdráhalova,2023/09/21 00:00:00+00,{72888275-2989-4112-9A46-76BBA52D2654},0.00570380951973886
577,21946,Buková,2023/09/21 00:00:00+00,{FE6F2DAA-53A9-4B47-AC6D-C928E1F21662},0.00496086302490233
578,33812,U viaduktu,2023/09/21 00:00:00+00,{EA3FA2EA-F8F2-4609-8E14-09BACFB88491},0.00887713523932539
579,21881,Bubeníčkova,2023/09/21 00:00:00+00,{669BF1BA-D35A-4A22-93B3-77EF22B78642},0.0101767573421158
580,33391,Trávníčkova,2023/09/21 00:00:00+00,{0D74AB9A-A70B-45C7-93C4-4E7CBE6A3F83},0.00154836285311957
581,30481,Příkop,2023/09/21 00:00:00+00,{66DC42EB-8875-461B-A962-991D0A228358},0.00277539924666635
582,31828,Smetanova,2023/09/21 00:00:00+00,{A4F706FE-9AB7-4919-B09D-56C56C8BA06F},0.0069358575620354
583,26051,Kosmákova,2023/09/21 00:00:00+00,{48633AE8-F2A2-49B1-A65A-0171331996E3},0.0035872831211562
584,35351,Zatloukalova,2023/09/21 00:00:00+00,{CA03813B-AF48-4287-B442-BA14081F377E},0.00402526180528706
585,2006499,Kalová,2023/09/21 00:00:00+00,{01CB8591-9E3A-4C8F-97C1-220759474C4C},0.00479287949353544
586,29980,Poledníkova,2023/09/21 00:00:00+00,{965362CC-994D-4B79-912F-ACE6EDD1F355},0.00134661033708719
587,31780,Slovákova,2023/09/21 00:00:00+00,{1371B02B-D2CF-4917-B45A-3CAEA819D15C},0.0014873065184935
588,22993,Duhová,2023/09/21 00:00:00+00,{FCCF40B9-08E6-43B0-B079-EA2CF2E991E9},0.00156825866541241
589,20966,Arbesova,2023/09/21 00:00:00+00,{D01E0FB4-D6C3-4507-9AC7-794635D40830},0.00382169570662268
590,25623,Klimešova,2023/09/21 00:00:00+00,{E045C5F9-01FC-4F23-B1F8-8A5A675AC180},0.0113617363986182
591,31470,Sibiřská,2023/09/21 00:00:00+00,{52C95BE1-E8D2-4E0C-93BF-ECAC950EB742},0.00543546195269524
592,23078,Dukelská třída,2023/09/21 00:00:00+00,{9D6559F5-F489-490A-BD14-C85AB5ABFC69},0.00682108292045409
593,35629,Zemědělská,2023/09/21 00:00:00+00,{C3935477-32B6-4159-8202-96418B518066},0.0158988969310391
594,33171,Terezy Novákové,2023/09/21 00:00:00+00,{E3B39274-615C-4154-B8FE-2465797AD49E},0.0121637431078353
595,691313,Vycházková,2023/09/21 00:00:00+00,{04166C99-1ACA-4019-B61D-910A347DDD80},0.00218754475130969
596,33561,Tučkova,2023/09/21 00:00:00+00,{E04BFF9A-8922-4FCF-B327-76DD0FA3A77C},0.00614067110312227
597,2302454,Bratří Ocelků,2023/09/21 00:00:00+00,{12BAAD64-E74E-4078-93B5-147FB3D09EB5},0.00162141292817382
598,33278,Tkalcovská,2023/09/21 00:00:00+00,{1D1ABBA0-17E8-452D-8F9D-2F060510AFBA},0.00549871133111506
599,768588,Za Hasičkou,2023/09/21 00:00:00+00,{E60D5AFD-4DA7-4A77-A0D8-D2E4B549403D},0.00186720944993022
600,695238,Úlehle,2023/09/21 00:00:00+00,{03342FC5-5AC0-4D3C-9D96-16B8E833FE5D},0.00234673036716509
601,34452,Veselá,2023/09/21 00:00:00+00,{6B37C238-2382-4B35-AFAB-526A8D44C2BA},0.00302835510599333
602,24767,Jámy,2023/09/21 00:00:00+00,{9B76B082-93B5-4005-AA2A-5D745FFF724E},0.00320414975653517
603,30392,Přehradní,2023/09/21 00:00:00+00,{50767BE3-C3EF-4EDA-AFD3-8458DF70043D},0.00561476171265463
604,710211,Švédské valy,2023/09/21 00:00:00+00,{2C2653F9-CB87-4979-B737-62FD6FA54373},0.0115544303557397
605,22560,Čichnova,2023/09/21 00:00:00+00,{2380498A-E747-41BE-9B3A-478BE7BE7E20},0.00468277228981281
606,29327,Pahrbek,2023/09/21 00:00:00+00,{3A98BCCD-6FC4-4D96-B67A-6EFE900C5C98},0.00343561520418907
607,31330,Salajní,2023/09/21 00:00:00+00,{9691EF54-46C3-45E9-A17D-6CDDCB4F52C7},0.00191492236714848
608,22446,Čeňka Růžičky,2023/09/21 00:00:00+00,{F31EC85C-101F-4EDF-8AAB-E293F00A1836},0.00659060164583142
609,22756,Prumperk,2023/09/21 00:00:00+00,{C2ADE54D-27BA-464C-856D-820F713A7B6A},0.00423614267602804
610,32964,Štítného,2023/09/21 00:00:00+00,{CC934864-0A03-4E14-864E-E153D8FC6DF2},0.00422731206509372
611,27901,Měšťanská,2023/09/21 00:00:00+00,{A912C93A-9823-439A-AB7D-412258830340},0.00502966071515998
612,32794,Škrétova,2023/09/21 00:00:00+00,{29A14DEA-D5BB-4224-89DB-40AA8E00310E},0.00138153386522504
613,33804,U Velké ceny,2023/09/21 00:00:00+00,{3941F957-1471-46BF-840C-8D5300525905},0.00368321595656998
614,30961,Rotreklova,2023/09/21 00:00:00+00,{004925FE-D6A9-4581-BEA4-373592F8A5CE},0.00477347137864343
615,26352,Krásného,2023/09/21 00:00:00+00,{46298425-AAE9-4CFE-AC00-433FD78C4E76},0.0131837100582167
616,29343,Na Padělkách,2023/09/21 00:00:00+00,{4395A88C-8101-451C-B0E6-9CF19B5E2CA4},0.00261312172518308
617,28878,Nováčkova,2023/09/21 00:00:00+00,{F13FF7DD-96C9-4EAC-8C74-2479B94C5662},0.00662913601959534
618,30589,Purkyňova,2023/09/21 00:00:00+00,{9AD57A1B-3F5E-4E6A-B42A-AA11070663E0},0.0252978332113877
619,28614,náměstí 28. dubna,2023/09/21 00:00:00+00,{78B2B618-0CC1-4ABE-B275-2958EE0D36F7},0.00735827194030374
620,22837,Dostálova,2023/09/21 00:00:00+00,{5959ACA8-5401-4B4D-A5E6-7D1F1E3B8526},0.00176525778242138
621,28479,Mlaty,2023/09/21 00:00:00+00,{39671F5F-A3AB-4437-8427-51D394F79FB4},0.00472147240234342
622,35637,Zemkova,2023/09/21 00:00:00+00,{35C23D4C-4A4D-4C94-955C-24DBBF868D43},0.00141235666986837
623,37133,Vedlejší,2023/09/21 00:00:00+00,{795E0244-0051-4882-8D6D-CEF1764E4FD7},0.00199709937821028
624,36528,Pařezí,2023/09/21 00:00:00+00,{CCCF29AA-01DE-4B31-86C0-F54607450C4A},1.00000022484892e-07
625,35459,Zámečnická,2023/09/21 00:00:00+00,{C46FD4C7-EF16-4187-94E6-6DB31C3670F3},0.00123088591406595
626,24783,Jánská,2023/09/21 00:00:00+00,{5773F584-F883-4885-B3B9-C3805259F3C1},0.00392695183790239
627,1384821,Nad Cihelnou,2023/09/21 00:00:00+00,{D8224EBE-4F94-4386-B85A-64F6F1AE235C},0.00239105638492284
628,34720,Vohnoutova,2023/09/21 00:00:00+00,{B1228F45-020C-4A2B-A1CA-C566914A7B14},0.00313003348826267
629,28193,Mrkosova,2023/09/21 00:00:00+00,{27AB0961-7575-4010-9836-61AC206B2AB8},0.00267755276587102
630,36587,Plachty,2023/09/21 00:00:00+00,{2A144DED-C670-4158-859D-CD9D90FAC39F},0.00638065531670958
631,21521,Bolzanova,2023/09/21 00:00:00+00,{3A625625-C56F-4474-90CA-1853756420B2},0.00590200891005649
632,33421,Trnkova,2023/09/21 00:00:00+00,{CBF7024A-48DC-4359-8072-94CFF91D3943},0.0433474516311902
633,25810,Kolejní,2023/09/21 00:00:00+00,{F914663E-7397-4D16-B32E-7B5C0F40116F},0.00851334355286187
634,36897,Svahová,2023/09/21 00:00:00+00,{F23F8868-0D98-4DB9-A7D6-732AAA0B4CDA},0.00328845782876834
635,22721,Dlouhé hony,2023/09/21 00:00:00+00,{56B4EA7C-E06C-4CBA-98D0-0B8A23C6DD89},0.0026070977351816
636,33871,Uhelná,2023/09/21 00:00:00+00,{5EA5F5AB-3FEB-4E3D-B736-3D314B8E1D0A},0.00624887030419209
637,24279,Hradiska,2023/09/21 00:00:00+00,{FA5205BA-EA68-447C-B94E-8E1545DF3E82},0.0060133558129279
638,36358,Na kopcích,2023/09/21 00:00:00+00,{54436788-A054-4B75-9A58-5C5E98905ED6},0.00341483056250383
639,32549,Sychrov,2023/09/21 00:00:00+00,{6A81D9A8-1480-4A6D-BF69-1A720A433F83},0.00452096198512606
640,3031284,Morávkova,2023/09/21 00:00:00+00,{72A35578-0729-491A-A642-B9A6849D10C7},0.00254282866458268
641,720313,Blízká,2023/09/21 00:00:00+00,{36998A66-A388-406D-AC04-BD66F74EB98B},0.00195283900514433
642,22047,Cacovice,2023/09/21 00:00:00+00,{AE84D798-04FD-4958-9255-BBF7AF92CCE7},0.0011649153145835
643,768537,Sentická,2023/09/21 00:00:00+00,{A445C550-EF56-491F-B80C-B49A47BE068B},0.00145508998914366
644,1384660,Kotoulky,2023/09/21 00:00:00+00,{F532D00C-6274-4C00-9CF1-5525C84A4CD3},0.00083067604679998
645,695181,Dolní louky,2023/09/21 00:00:00+00,{84803FCB-78F5-4013-85A2-E3CCE4352E2A},0.00346411061446711
646,34631,Vlčkova,2023/09/21 00:00:00+00,{BCC3D044-8A09-44FA-8D1B-CFDBCF53FACE},0.00297232741142145
647,36919,Šelepova,2023/09/21 00:00:00+00,{197AF9AE-12A5-47C6-9269-B22B98E39950},0.00647795744457266
648,32646,Šeránkova,2023/09/21 00:00:00+00,{8A65A15E-6330-4C9E-860A-84C564A5DB78},0.00420393474144334
649,28444,Mikuláškovo náměstí,2023/09/21 00:00:00+00,{271A0A23-07DE-44DE-886B-D8C8947A7C42},0.00489851819030992
650,28649,náměstí Svornosti,2023/09/21 00:00:00+00,{94B2F319-03CC-4A4D-8D12-3CE3C4DD778F},0.00141836632335523
651,30058,Popelova,2023/09/21 00:00:00+00,{F0251D3E-1672-4DD6-A4BB-0E395518454E},0.00356320862010939
652,26778,Kuřimská,2023/09/21 00:00:00+00,{63F14360-E106-4477-8A03-A2CD66B88FA3},0.00199012916055757
653,660701,Listnatá,2023/09/21 00:00:00+00,{6F997288-57C7-42CD-B96D-4252FBD0DFE0},0.00377421317218825
654,28843,Houbalova,2023/09/21 00:00:00+00,{2D779B86-6076-4326-91EE-7117A23DC115},0.00378789287955585
655,21369,Bílého,2023/09/21 00:00:00+00,{8D28ECCA-F195-4037-8313-B5A26DCD57F0},0.00455124307812785
656,23591,Galandauerova,2023/09/21 00:00:00+00,{A997F899-D702-4885-83C7-2BA19275248A},0.00248576488004656
657,3031241,Ke Koupališti,2023/09/21 00:00:00+00,{16856D48-5099-428B-B7C0-4D4BE485F10A},0.00313172138576957
658,32778,Škrochova,2023/09/21 00:00:00+00,{6018A524-0BE5-4D78-A7B1-D7AC5ED379BC},0.00484781305335629
659,31321,Saidova,2023/09/21 00:00:00+00,{F693ADB8-B121-4848-88E3-D811BCF7F4A8},0.00352859868797923
660,23825,Havránkova,2023/09/21 00:00:00+00,{7305B791-0FB7-4E4D-B680-ED6113B68A66},0.0106773438140551
661,27715,Mácova,2023/09/21 00:00:00+00,{E3DB4C7B-62F6-4432-9A05-9A197F9B18A5},0.0104872778392376
662,29181,Ořechovská,2023/09/21 00:00:00+00,{CF0BBBD7-FC97-4ED4-997E-B0AAEFEDAF60},0.0102778875991838
663,22179,Chládkova,2023/09/21 00:00:00+00,{13AB5897-6BBC-4DB7-ACCC-13146D21D897},0.00382051952723158
664,27723,Májová,2023/09/21 00:00:00+00,{6269E12C-49A8-43A1-B826-A3B2F274E666},0.001659840319542
665,37125,Valcha,2023/09/21 00:00:00+00,{3409BDC9-F588-409A-818D-48861D58CD3E},0.00120022909440907
666,22101,Černíkova,2023/09/21 00:00:00+00,{D5B5D051-6794-4A59-B7E8-6798A6B71CDB},0.00152047018046592
667,36781,Wilsonův les,2023/09/21 00:00:00+00,{069DEB00-D580-4E5F-AC4E-152865D9BEF8},9.9999965641473e-08
668,33430,Troubská,2023/09/21 00:00:00+00,{5EE32ED5-C432-480D-BCA3-A07E995CBFE2},0.00328160537181197
669,26271,Krameriova,2023/09/21 00:00:00+00,{FE34BE57-8934-4BEB-8DB0-EB71F5470A39},0.00219995850189863
670,34495,Tomkovo náměstí,2023/09/21 00:00:00+00,{4121B6E4-D510-49D2-B461-5DB17AD7A200},0.00167821267296341
671,27065,Lipová,2023/09/21 00:00:00+00,{A1404CAC-F41C-4CF0-B132-9B78FB70DA81},0.01075271778349
672,28274,Myslbekova,2023/09/21 00:00:00+00,{6742892E-BC9B-4A35-BD16-C2DA82829AA0},0.00276790395678294
673,33537,Milady Horákové,2023/09/21 00:00:00+00,{8057E556-0F91-45BD-894A-704547CDE7E8},0.00916861310218464
674,29513,Petrov,2023/09/21 00:00:00+00,{326AA283-98B1-46B6-9805-396CD0864113},0.00267179645194781
675,736431,Heřmánková,2023/09/21 00:00:00+00,{D46697D3-77AD-4020-BBAB-C53313F91DA2},0.00132374233935459
676,36218,Kamenice,2023/09/21 00:00:00+00,{9C2C4655-F590-4ADE-96ED-1CC43AF208D5},0.0230768405258611
677,26433,Kroměřížská,2023/09/21 00:00:00+00,{B1B41502-C6D6-4DA6-9389-11F936FF1523},0.00283687807937791
678,32239,Strakatého,2023/09/21 00:00:00+00,{E1020ABA-4DFE-4CB2-8066-B6CF40DAA37C},0.00320606339240803
679,23876,Heinrichova,2023/09/21 00:00:00+00,{13251E26-224E-47A8-94D5-921D1FDE5FB5},0.00700254627155087
680,23329,Foerstrova,2023/09/21 00:00:00+00,{06D01194-6310-484A-8229-DF073C0F509C},0.00345983016133158
681,29700,Pod Borovníkem,2023/09/21 00:00:00+00,{B955FA51-5759-43C7-B027-AF592B26A62D},0.00427285599800957
682,691321,Výholec,2023/09/21 00:00:00+00,{F9A30717-2B4C-42A1-BA9B-4644885EBDC6},0.00542989098574974
683,29564,Pionýrská,2023/09/21 00:00:00+00,{04C62E22-31D3-48CD-A0B3-CB5869AEA4D4},0.0049861526490054
684,28606,náměstí SNP,2023/09/21 00:00:00+00,{061DAEBB-A535-4542-83A6-9A1B3A782804},0.00816381016133537
685,679071,Bylinková,2023/09/21 00:00:00+00,{F1AD0608-9276-4DA6-9E2C-B59433764833},0.00223854714407212
686,23922,Herbenova,2023/09/21 00:00:00+00,{5492D103-3EC5-4C2A-AC2E-987B8597F8C5},0.00163205764149899
687,26701,Kulkova,2023/09/21 00:00:00+00,{F7A7DC06-2EDE-44C9-939B-75BE9C383256},0.0180265436192991
688,29131,Opálkova,2023/09/21 00:00:00+00,{41D29590-7F1D-471A-9100-3D5AE7F983F7},0.00681278213767721
689,23094,Eleonory Voračické,2023/09/21 00:00:00+00,{42E35450-E2A9-4B0F-A9F0-92A3023E0236},0.00336350232763672
690,31372,Schodová,2023/09/21 00:00:00+00,{58B6B247-A907-487A-AB50-6A44B8DFAB11},0.00319462784011575
691,35297,Zahradnická,2023/09/21 00:00:00+00,{8B23314A-307B-460F-B338-9F27E95B5B88},0.00188174224203116
692,23884,Helceletova,2023/09/21 00:00:00+00,{A4B8CDA3-4497-4579-84AE-23872CEF9ED9},0.00247123393373283
693,26549,Křížkovského,2023/09/21 00:00:00+00,{B4523852-7E07-4950-919E-26041143DDE7},0.0149563523526418
694,24341,Hroznová,2023/09/21 00:00:00+00,{7026761E-66DD-49F0-9C4F-A64992B725CA},0.00761354916570352
695,30350,Průchodní,2023/09/21 00:00:00+00,{90267274-500D-4C45-A541-52DB7A6B6317},0.000806330363835112
696,23388,Františky Skaunicové,2023/09/21 00:00:00+00,{688C60DF-B2C0-45AD-8533-62BC85BBB601},0.00210560934136551
697,34622,Vlárská,2023/09/21 00:00:00+00,{76E4F449-F52A-41E2-AE8D-F1618C5ED428},0.00346653624997806
698,24058,Hlídka,2023/09/21 00:00:00+00,{168E9D24-E811-4DA1-A126-634CF2AF23A4},0.00461708763245175
699,28312,Myslínova,2023/09/21 00:00:00+00,{A7341ED1-6900-47DC-B95A-ED897F4CCDE7},0.0198098674310117
700,26522,Křižíkova,2023/09/21 00:00:00+00,{C6009D3B-029C-4703-A3EC-783E94A8130B},0.0278417065046752
701,23299,Fillova,2023/09/21 00:00:00+00,{0A69873F-1534-4651-AC3F-36894A311CDF},0.00302922879391057
702,32433,Svah,2023/09/21 00:00:00+00,{90E4EEC8-96F0-4968-9140-5D08660721A7},0.00242939234618313
703,23892,Helenčina,2023/09/21 00:00:00+00,{0F3AC4F3-1CA4-40D5-9283-E6F3B72CF3E3},0.00189154349639607
704,36251,Kubešova,2023/09/21 00:00:00+00,{5BD2B49D-CA1E-44A6-A6EE-A7C558D2223B},0.00120177036608916
705,31585,Skrytá,2023/09/21 00:00:00+00,{4366C949-DB99-4C50-B876-E7A584C107DC},0.000561239756536693
706,28398,Nad kašnou,2023/09/21 00:00:00+00,{2E3E1FCA-4C9C-4736-8899-0DA89AA14A81},0.00693342114283171
707,33197,Těsná,2023/09/21 00:00:00+00,{5C2B80EA-F62E-4A9F-8320-4562A44E194A},0.000850147268304598
